ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,AccountCreatedDate
347,michael.clark364@learners.net,Michael,Clark,2011-01-10,p,Password347,801-965-2391,Riverton,UT,84998,East Ridge Middle,Both,2021-07-20 16:14:00
348,camila.sanchez365@ellarises.org,Camila,Sanchez,2003-04-24,p,Password348,801-878-3141,Provo,UT,84446,BYU,Arts,2021-07-20 16:14:00
349,aaliyah.sanchez366@learners.net,Aaliyah,Sanchez,1999-09-04,p,Password349,801-478-4827,Lehi,UT,84464,Valley Charter,STEM,2021-07-20 16:14:00
350,mila.martinez367@ellarises.org,Mila,Martinez,2007-02-13,p,Password350,801-677-6145,Orem,UT,84461,East Ridge Middle,Both,2021-07-20 16:14:00
351,stella.wilson368@community.org,Stella,Wilson,2000-01-11,p,Password351,801-471-2964,Murray,UT,84475,North Summit High,Both,2021-07-20 16:14:00
352,brooklyn.hill369@ellarises.org,Brooklyn,Hill,2000-01-18,p,Password352,801-535-3430,Sandy,UT,84856,Art Studio,STEM,2021-07-20 16:14:00
353,stella.sanchez370@ellarises.org,Stella,Sanchez,2007-01-26,p,Password353,801-378-1509,Murray,UT,84267,Community Center,Arts,2021-07-20 16:14:00
354,addison.miller371@community.org,Addison,Miller,1998-04-08,p,Password354,801-343-2989,Logan,UT,84824,Westview High,STEM,2021-07-20 16:14:00
355,evelyn.johnson373@ellarises.org,Evelyn,Johnson,2000-11-21,p,Password355,801-861-8265,Sandy,UT,84925,East Ridge Middle,Arts,2021-07-20 16:14:00
356,avery.williams374@community.org,Avery,Williams,2014-04-01,p,Password356,801-787-8096,Provo,UT,84173,SLCC,Arts,2021-07-20 16:14:00
357,sophia.harris375@community.org,Sophia,Harris,2004-03-02,p,Password357,801-419-4066,Orem,UT,84363,BYU,Arts,2021-07-20 16:14:00
358,scarlett.williams376@studentmail.org,Scarlett,Williams,1999-05-15,p,Password358,801-621-8848,Murray,UT,84511,East Ridge Middle,Arts,2021-07-20 16:14:00
359,hazel.rodriguez377@community.org,Hazel,Rodriguez,2012-02-24,p,Password359,801-738-5082,Sandy,UT,84659,Retail Store,Both,2021-07-20 16:14:00
360,emma.harris378@learners.net,Emma,Harris,2010-09-08,p,Password360,801-696-6636,Spanish Fork,UT,84558,Cafe Rio,Arts,2021-07-20 16:14:00
361,hazel.moore379@studentmail.org,Hazel,Moore,1998-08-29,p,Password361,801-811-4588,Salt Lake City,UT,84327,Startup Lab,Arts,2021-07-20 16:14:00
362,amelia.walker380@learners.net,Amelia,Walker,2003-07-24,p,Password362,801-363-2640,West Jordan,UT,84998,Tech Apprenticeship,STEM,2021-07-20 16:14:00
363,paisley.wright381@ellarises.org,Paisley,Wright,2001-11-24,p,Password363,801-597-6813,West Jordan,UT,84590,North Summit High,STEM,2021-07-20 16:14:00
364,aaliyah.thompson382@ellarises.org,Aaliyah,Thompson,2010-08-18,p,Password364,801-781-3328,Draper,UT,84971,Valley Charter,Arts,2021-07-20 16:14:00
365,ethan.martin383@studentmail.org,Ethan,Martin,2003-03-21,p,Password365,801-292-1920,Spanish Fork,UT,84039,Local Library,STEM,2021-07-20 16:14:00
366,emma.king384@community.org,Emma,King,2000-12-04,p,Password366,801-828-4300,Salt Lake City,UT,84340,UVU,Both,2021-07-20 16:14:00
367,layla.lee385@ellarises.org,Layla,Lee,2000-06-27,p,Password367,801-800-3320,Salt Lake City,UT,84152,Community Center,Both,2021-07-20 16:14:00
368,natalie.jones386@learners.net,Natalie,Jones,2004-10-08,p,Password368,801-303-6514,Bountiful,UT,84601,UVU,STEM,2021-07-20 16:14:00
369,lily.ramirez387@community.org,Lily,Ramirez,2003-01-03,p,Password369,801-924-6846,Lehi,UT,84179,Tech Apprenticeship,Both,2021-07-20 16:14:00
370,layla.harris388@learners.net,Layla,Harris,2013-09-29,p,Password370,801-381-1029,Murray,UT,84131,Local Library,Arts,2021-07-20 16:14:00
371,isabella.lopez389@learners.net,Isabella,Lopez,2009-02-16,p,Password371,801-779-2705,West Jordan,UT,84655,North Summit High,Arts,2021-07-20 16:14:00
372,evelyn.thomas390@learners.net,Evelyn,Thomas,2013-11-25,p,Password372,801-851-2453,Lehi,UT,84172,Tech Apprenticeship,Both,2021-07-20 16:14:00
373,skylar.lewis391@ellarises.org,Skylar,Lewis,2005-11-11,p,Password373,801-455-2110,Layton,UT,84215,BYU,STEM,2021-07-20 16:14:00
374,ava.brown392@community.org,Ava,Brown,2007-04-15,p,Password374,801-629-3725,Riverton,UT,84751,Mountain View High,Arts,2021-07-20 16:14:00
375,kennedy.wright393@community.org,Kennedy,Wright,2001-08-25,p,Password375,801-690-4695,Logan,UT,84849,Mountain View High,STEM,2021-07-20 16:14:00
376,isabella.jackson394@ellarises.org,Isabella,Jackson,2005-09-01,p,Password376,801-307-2215,Lehi,UT,84268,North Summit High,Arts,2021-07-20 16:14:00
377,lily.jones395@ellarises.org,Lily,Jones,2013-10-20,p,Password377,801-828-8909,Lehi,UT,84609,Westview High,Arts,2021-07-20 16:14:00
378,chloe.hill396@community.org,Chloe,Hill,2002-08-11,p,Password378,801-303-6424,Orem,UT,84055,Valley Charter,Arts,2021-07-20 16:14:00
379,ethan.taylor397@learners.net,Ethan,Taylor,2006-10-24,p,Password379,801-298-1813,Murray,UT,84244,Local Library,Both,2021-07-20 16:14:00
380,alexander.martinez398@ellarises.org,Alexander,Martinez,2004-08-09,p,Password380,801-637-2435,Draper,UT,84004,Community Center,Both,2021-07-20 16:14:00
381,levi.gonzalez399@ellarises.org,Levi,Gonzalez,1999-11-03,p,Password381,801-374-5781,Salt Lake City,UT,84212,Mountain View High,STEM,2021-07-20 16:14:00
382,bella.sanchez400@community.org,Bella,Sanchez,2000-01-17,p,Password382,801-876-5341,Spanish Fork,UT,84917,Tech Apprenticeship,Both,2021-07-20 16:14:00
383,hazel.lopez401@learners.net,Hazel,Lopez,1999-01-01,p,Password383,801-391-8303,Bountiful,UT,84379,BYU,Arts,2021-07-20 16:14:00
384,theodore.taylor402@studentmail.org,Theodore,Taylor,2014-11-15,p,Password384,801-263-3476,Layton,UT,84578,Art Studio,Both,2021-07-20 16:14:00
385,elizabeth.garcia403@learners.net,Elizabeth,Garcia,2010-06-02,p,Password385,801-974-4727,Taylorsville,UT,84995,Westview High,Arts,2021-07-20 16:14:00
386,michael.clark404@community.org,Michael,Clark,2006-11-09,p,Password386,801-506-2293,West Jordan,UT,84488,Startup Lab,Both,2021-07-20 16:14:00
387,isabella.allen405@studentmail.org,Isabella,Allen,2001-11-17,p,Password387,801-975-8357,Logan,UT,84973,North Summit High,STEM,2021-07-20 16:14:00
388,zoey.rodriguez406@ellarises.org,Zoey,Rodriguez,2002-07-13,p,Password388,801-899-8133,Taylorsville,UT,84081,Community Center,Both,2021-07-20 16:14:00
389,aria.hill407@learners.net,Aria,Hill,1999-12-14,p,Password389,801-944-2097,Lehi,UT,84933,SLCC,Both,2021-07-20 16:14:00
390,james.scott408@learners.net,James,Scott,2013-09-16,p,Password390,801-669-1202,Layton,UT,84533,Local Library,Both,2021-07-20 16:14:00
391,michael.clark409@ellarises.org,Michael,Clark,2000-05-15,p,Password391,801-351-2641,Taylorsville,UT,84154,Local Library,STEM,2021-07-20 16:14:00
392,aurora.wright410@learners.net,Aurora,Wright,2010-10-31,p,Password392,801-592-8955,Taylorsville,UT,84271,Local Library,Arts,2021-07-20 16:14:00
393,isabella.lopez411@learners.net,Isabella,Lopez,1998-11-14,p,Password393,801-833-7581,Bountiful,UT,84148,SLCC,Arts,2021-07-20 16:14:00
394,lillian.brown412@community.org,Lillian,Brown,2005-07-30,p,Password394,801-581-1331,Layton,UT,84919,Community Center,Arts,2021-07-20 16:14:00
395,bella.moore413@community.org,Bella,Moore,2004-09-27,p,Password395,801-433-3201,Logan,UT,84996,Art Studio,Arts,2021-07-20 16:14:00
396,claire.moore414@community.org,Claire,Moore,2007-02-18,p,Password396,801-652-4463,Ogden,UT,84193,Art Studio,Arts,2021-07-20 16:14:00
397,michael.white415@ellarises.org,Michael,White,2004-12-23,p,Password397,801-362-2075,Pleasant Grove,UT,84811,Art Studio,Both,2021-07-20 16:14:00
398,liam.rodriguez416@ellarises.org,Liam,Rodriguez,2003-08-06,p,Password398,801-405-1944,Orem,UT,84198,Westview High,Arts,2021-07-20 16:14:00
399,charlotte.white417@studentmail.org,Charlotte,White,2006-11-26,p,Password399,801-675-9275,Layton,UT,84378,Tech Apprenticeship,STEM,2021-07-20 16:14:00
400,sophia.thomas418@learners.net,Sophia,Thomas,2008-08-23,p,Password400,801-656-3909,Spanish Fork,UT,84609,Local Library,Both,2021-07-20 16:14:00
401,kennedy.thompson419@studentmail.org,Kennedy,Thompson,2004-05-24,p,Password401,801-905-2480,Layton,UT,84767,Westview High,Arts,2021-07-20 16:14:00
402,charlotte.hernandez420@studentmail.org,Charlotte,Hernandez,2004-01-14,p,Password402,801-430-4387,West Jordan,UT,84663,Tech Apprenticeship,Arts,2021-07-20 16:14:00
403,daniel.johnson421@ellarises.org,Daniel,Johnson,2011-06-26,p,Password403,801-335-3837,Spanish Fork,UT,84934,Retail Store,STEM,2021-07-20 16:14:00
404,victoria.taylor422@learners.net,Victoria,Taylor,2008-04-18,p,Password404,801-585-6713,Layton,UT,84434,BYU,STEM,2021-07-20 16:14:00
405,theodore.martin423@community.org,Theodore,Martin,2010-08-05,p,Password405,801-723-7131,Logan,UT,84008,Tech Apprenticeship,Both,2021-07-20 16:14:00
406,aurora.martin424@ellarises.org,Aurora,Martin,2012-05-14,p,Password406,801-544-5529,Spanish Fork,UT,84066,UVU,Arts,2021-07-20 16:14:00
407,lucy.martin425@studentmail.org,Lucy,Martin,1999-04-11,p,Password407,801-983-4937,St. George,UT,84530,Retail Store,Both,2021-07-20 16:14:00
408,liam.lee426@studentmail.org,Liam,Lee,2003-10-27,p,Password408,801-709-5843,Salt Lake City,UT,84672,Startup Lab,Arts,2021-07-20 16:14:00
409,liam.harris427@ellarises.org,Liam,Harris,2013-05-24,p,Password409,801-943-4643,Sandy,UT,84352,Cafe Rio,Both,2021-07-20 16:14:00
410,jack.thompson428@learners.net,Jack,Thompson,2004-08-03,p,Password410,801-873-3967,Orem,UT,84861,East Ridge Middle,Arts,2021-07-20 16:14:00
411,sofia.taylor429@studentmail.org,Sofia,Taylor,2005-12-20,p,Password411,801-291-4641,Lehi,UT,84671,Valley Charter,Both,2021-07-20 16:14:00
412,bella.clark430@learners.net,Bella,Clark,2008-05-27,p,Password412,801-799-5817,Draper,UT,84267,Community Center,STEM,2021-07-20 16:14:00
413,jack.brown431@ellarises.org,Jack,Brown,2000-09-08,p,Password413,801-399-9199,Spanish Fork,UT,84911,Community Center,Both,2021-07-20 16:14:00
414,leah.king432@learners.net,Leah,King,2002-06-29,p,Password414,801-354-3250,Taylorsville,UT,84056,UVU,Arts,2021-07-20 16:14:00
415,benjamin.martinez433@learners.net,Benjamin,Martinez,2005-06-17,p,Password415,801-282-8988,Orem,UT,84798,Tech Apprenticeship,STEM,2021-07-20 16:14:00
416,aaliyah.brown434@ellarises.org,Aaliyah,Brown,2010-12-04,p,Password416,801-414-3762,Riverton,UT,84281,Retail Store,STEM,2021-07-20 16:14:00
417,alexander.garcia435@studentmail.org,Alexander,Garcia,2007-08-16,p,Password417,801-639-7609,Taylorsville,UT,84649,Mountain View High,Arts,2021-07-20 16:14:00
418,ava.williams436@studentmail.org,Ava,Williams,2014-12-23,p,Password418,801-214-6279,Draper,UT,84973,Community Center,Both,2021-07-20 16:14:00
419,zoey.johnson437@ellarises.org,Zoey,Johnson,2004-12-31,p,Password419,801-910-6641,West Jordan,UT,84232,North Summit High,STEM,2021-07-20 16:14:00
420,hazel.allen438@learners.net,Hazel,Allen,2004-07-10,p,Password420,801-246-5885,Orem,UT,84067,Mountain View High,Both,2021-07-20 16:14:00
421,michael.hill439@learners.net,Michael,Hill,2005-09-08,p,Password421,801-903-3192,Taylorsville,UT,84910,Startup Lab,Arts,2021-07-20 16:14:00
422,stella.gonzalez440@studentmail.org,Stella,Gonzalez,2014-04-23,p,Password422,801-433-4675,Bountiful,UT,84020,North Summit High,STEM,2021-07-20 16:14:00
423,emma.nguyen441@studentmail.org,Emma,Nguyen,2006-06-01,p,Password423,801-928-1612,Logan,UT,84376,Startup Lab,Both,2021-07-20 16:14:00
424,eleanor.wright442@ellarises.org,Eleanor,Wright,1999-01-31,p,Password424,801-310-1323,Provo,UT,84678,Art Studio,STEM,2021-07-20 16:14:00
425,oliver.lewis443@community.org,Oliver,Lewis,2013-09-28,p,Password425,801-458-8772,Logan,UT,84561,North Summit High,STEM,2021-07-20 16:14:00
426,olivia.martin444@community.org,Olivia,Martin,2011-12-20,p,Password426,801-732-5423,Logan,UT,84679,Local Library,Both,2021-07-20 16:14:00
427,camila.clark445@ellarises.org,Camila,Clark,2004-05-04,p,Password427,801-832-2928,Pleasant Grove,UT,84737,East Ridge Middle,STEM,2021-07-20 16:14:00
428,jackson.gonzalez446@studentmail.org,Jackson,Gonzalez,2006-01-11,p,Password428,801-735-4304,Layton,UT,84852,Art Studio,Arts,2021-07-20 16:14:00
429,savannah.hernandez447@ellarises.org,Savannah,Hernandez,2005-06-01,p,Password429,801-412-8875,Spanish Fork,UT,84933,Valley Charter,STEM,2021-07-20 16:14:00
430,olivia.garcia448@ellarises.org,Olivia,Garcia,1999-09-07,p,Password430,801-292-9383,Spanish Fork,UT,84153,Art Studio,Both,2021-07-20 16:14:00
431,elizabeth.taylor449@studentmail.org,Elizabeth,Taylor,1999-02-15,p,Password431,801-470-8606,Riverton,UT,84304,East Ridge Middle,STEM,2021-07-20 16:14:00
432,mia.jackson450@learners.net,Mia,Jackson,2000-02-18,p,Password432,801-956-2898,Lehi,UT,84437,Community Center,STEM,2021-07-20 16:14:00
433,olivia.rodriguez451@studentmail.org,Olivia,Rodriguez,2014-06-11,p,Password433,801-648-5395,Lehi,UT,84367,East Ridge Middle,Arts,2021-07-20 16:14:00
434,violet.lopez452@ellarises.org,Violet,Lopez,2006-08-26,p,Password434,801-667-5453,Bountiful,UT,84410,Art Studio,Arts,2021-07-20 16:14:00
435,oliver.hernandez453@ellarises.org,Oliver,Hernandez,2001-07-29,p,Password435,801-943-1960,St. George,UT,84713,East Ridge Middle,Arts,2021-07-20 16:14:00
436,levi.torres454@community.org,Levi,Torres,2011-09-18,p,Password436,801-588-6875,Orem,UT,84626,Westview High,Both,2021-07-20 16:14:00
437,sofia.walker455@community.org,Sofia,Walker,1999-01-12,p,Password437,801-621-8220,Logan,UT,84909,East Ridge Middle,Arts,2021-07-20 16:14:00
438,addison.walker457@learners.net,Addison,Walker,1998-04-06,p,Password438,801-771-1894,Bountiful,UT,84153,Tech Apprenticeship,STEM,2021-07-20 16:14:00
439,mateo.walker458@community.org,Mateo,Walker,2005-03-11,p,Password439,801-969-9055,Orem,UT,84077,Valley Charter,Arts,2021-07-20 16:14:00
440,penelope.brown459@studentmail.org,Penelope,Brown,2008-04-18,p,Password440,801-440-2291,Bountiful,UT,84413,Mountain View High,Both,2021-07-20 16:14:00
441,lucas.garcia460@community.org,Lucas,Garcia,2014-09-18,p,Password441,801-321-9148,Riverton,UT,84324,Tech Apprenticeship,STEM,2021-07-20 16:14:00
442,mila.sanchez461@community.org,Mila,Sanchez,2000-01-15,p,Password442,801-762-1002,Provo,UT,84571,Retail Store,Both,2021-07-20 16:14:00
443,brooklyn.allen462@studentmail.org,Brooklyn,Allen,1999-03-21,p,Password443,801-549-6953,Riverton,UT,84974,Community Center,STEM,2021-07-20 16:14:00
444,benjamin.perez463@community.org,Benjamin,Perez,2000-03-09,p,Password444,801-663-2868,Draper,UT,84734,Retail Store,Both,2021-07-20 16:14:00
445,victoria.smith464@learners.net,Victoria,Smith,2010-04-14,p,Password445,801-848-5783,Draper,UT,84850,Cafe Rio,Arts,2021-07-20 16:14:00
446,mila.williams465@studentmail.org,Mila,Williams,2000-05-26,p,Password446,801-934-7704,Spanish Fork,UT,84144,BYU,Both,2021-07-20 16:14:00
447,nora.gonzalez466@ellarises.org,Nora,Gonzalez,2014-01-28,p,Password447,801-668-4122,Bountiful,UT,84221,UVU,STEM,2021-07-20 16:14:00
448,oliver.williams467@ellarises.org,Oliver,Williams,2001-01-07,p,Password448,801-874-9260,Riverton,UT,84469,Mountain View High,STEM,2021-07-20 16:14:00
449,mason.brown468@community.org,Mason,Brown,2013-07-08,p,Password449,801-720-3903,Spanish Fork,UT,84947,Local Library,STEM,2021-07-20 16:14:00
450,sofia.miller469@community.org,Sofia,Miller,2011-08-29,p,Password450,801-593-7859,Lehi,UT,84517,Startup Lab,Both,2021-07-20 16:14:00
451,addison.moore470@community.org,Addison,Moore,2000-12-28,p,Password451,801-501-8419,Lehi,UT,84994,North Summit High,Arts,2021-07-20 16:14:00
452,daniel.martin471@learners.net,Daniel,Martin,2013-05-26,p,Password452,801-414-5760,Sandy,UT,84206,UVU,Both,2021-07-20 16:14:00
453,sofia.lopez472@learners.net,Sofia,Lopez,2011-01-27,p,Password453,801-560-8870,Logan,UT,84780,Local Library,Both,2021-07-20 16:14:00
454,oliver.wright473@learners.net,Oliver,Wright,2000-05-22,p,Password454,801-213-9564,Taylorsville,UT,84828,Westview High,Arts,2021-07-20 16:14:00
455,aria.brown474@ellarises.org,Aria,Brown,2004-06-05,p,Password455,801-968-3636,Sandy,UT,84274,Tech Apprenticeship,Arts,2021-07-20 16:14:00
456,aria.brown475@learners.net,Aria,Brown,2006-01-17,p,Password456,801-754-1529,Sandy,UT,84772,Community Center,Arts,2021-07-20 16:14:00
457,mila.flores476@studentmail.org,Mila,Flores,2013-07-17,p,Password457,801-723-5712,Bountiful,UT,84244,Tech Apprenticeship,STEM,2021-07-20 16:14:00
458,leah.harris477@community.org,Leah,Harris,1998-04-17,p,Password458,801-765-1881,Lehi,UT,84990,Art Studio,Arts,2021-07-20 16:14:00
459,nora.flores478@community.org,Nora,Flores,2014-12-08,p,Password459,801-848-7025,West Jordan,UT,84934,Local Library,Both,2021-07-20 16:14:00
460,nora.gonzalez479@learners.net,Nora,Gonzalez,2002-03-12,p,Password460,801-899-2220,Riverton,UT,84182,North Summit High,Both,2021-07-20 16:14:00
461,daniel.davis480@community.org,Daniel,Davis,2000-12-01,p,Password461,801-485-5329,Provo,UT,84439,North Summit High,Both,2021-07-20 16:14:00
462,eleanor.smith481@learners.net,Eleanor,Smith,2001-06-13,p,Password462,801-358-1654,Riverton,UT,84727,Startup Lab,Arts,2021-07-20 16:14:00
463,charlotte.flores482@learners.net,Charlotte,Flores,1999-08-21,p,Password463,801-786-6866,Spanish Fork,UT,84809,Retail Store,Both,2021-07-20 16:14:00
464,aaliyah.king483@studentmail.org,Aaliyah,King,2001-07-29,p,Password464,801-269-9276,Orem,UT,84534,SLCC,Both,2021-07-20 16:14:00
465,sebastian.sanchez484@ellarises.org,Sebastian,Sanchez,2005-06-05,p,Password465,801-418-6437,Draper,UT,84227,UVU,Arts,2021-07-20 16:14:00
466,hannah.flores485@community.org,Hannah,Flores,2007-12-30,p,Password466,801-884-6668,Salt Lake City,UT,84118,Valley Charter,Both,2021-07-20 16:14:00
467,addison.williams486@learners.net,Addison,Williams,2003-10-03,p,Password467,801-316-7322,Bountiful,UT,84938,Cafe Rio,Both,2021-07-20 16:14:00
468,aurora.johnson487@learners.net,Aurora,Johnson,2008-12-01,p,Password468,801-720-8300,Pleasant Grove,UT,84823,Westview High,Arts,2021-07-20 16:14:00
469,zoey.lee488@ellarises.org,Zoey,Lee,2009-12-17,p,Password469,801-991-9814,Logan,UT,84172,Westview High,Both,2021-07-20 16:14:00
470,harper.wilson489@studentmail.org,Harper,Wilson,2010-01-23,p,Password470,801-306-4368,Taylorsville,UT,84856,Community Center,Both,2021-07-20 16:14:00
471,william.jones490@studentmail.org,William,Jones,1998-11-07,p,Password471,801-934-6434,Salt Lake City,UT,84471,East Ridge Middle,STEM,2021-07-20 16:14:00
472,liam.ramirez492@learners.net,Liam,Ramirez,2009-12-30,p,Password472,801-889-2938,Salt Lake City,UT,84399,Westview High,Both,2021-07-20 16:14:00
473,harper.nguyen493@ellarises.org,Harper,Nguyen,2004-07-02,p,Password473,801-714-2738,Ogden,UT,84367,Retail Store,Both,2021-07-20 16:14:00
474,brooklyn.hill494@ellarises.org,Brooklyn,Hill,2006-11-11,p,Password474,801-648-7249,Murray,UT,84784,Community Center,Both,2021-07-20 16:14:00
475,sophia.walker495@studentmail.org,Sophia,Walker,2010-03-29,p,Password475,801-964-7406,West Jordan,UT,84140,BYU,Both,2021-07-20 16:14:00
476,aria.martin496@learners.net,Aria,Martin,2000-10-06,p,Password476,801-768-3316,Salt Lake City,UT,84567,Westview High,STEM,2021-07-20 16:14:00
477,james.wright497@ellarises.org,James,Wright,2002-10-01,p,Password477,801-966-6633,Murray,UT,84216,SLCC,Both,2021-07-20 16:14:00
478,daniel.martinez498@studentmail.org,Daniel,Martinez,2002-05-11,p,Password478,801-831-5140,Orem,UT,84227,East Ridge Middle,STEM,2021-07-20 16:14:00
479,charlotte.scott499@community.org,Charlotte,Scott,2003-08-16,p,Password479,801-887-2103,Ogden,UT,84298,East Ridge Middle,STEM,2021-07-20 16:14:00
480,alexander.perez500@learners.net,Alexander,Perez,2000-03-30,p,Password480,801-871-4842,St. George,UT,84688,BYU,Both,2021-07-20 16:14:00
481,harper.gonzalez501@learners.net,Harper,Gonzalez,2013-07-21,p,Password481,801-536-6008,Spanish Fork,UT,84462,Local Library,STEM,2021-07-20 16:14:00
482,natalie.lee502@community.org,Natalie,Lee,2002-12-20,p,Password482,801-520-5033,Orem,UT,84005,Art Studio,Both,2021-07-20 16:14:00
483,william.moore503@learners.net,William,Moore,2008-10-06,p,Password483,801-950-6432,St. George,UT,84696,Mountain View High,Arts,2021-07-20 16:14:00
484,stella.martin504@community.org,Stella,Martin,2004-04-17,p,Password484,801-861-2343,Logan,UT,84180,Community Center,STEM,2021-07-20 16:14:00
485,sebastian.gonzalez505@learners.net,Sebastian,Gonzalez,2009-05-17,p,Password485,801-277-1305,Ogden,UT,84745,Tech Apprenticeship,STEM,2021-07-20 16:14:00
486,liam.nguyen506@studentmail.org,Liam,Nguyen,2010-02-08,p,Password486,801-466-9904,Provo,UT,84565,Mountain View High,Both,2021-07-20 16:14:00
487,daniel.garcia508@community.org,Daniel,Garcia,2011-10-10,p,Password487,801-210-4913,Draper,UT,84515,Tech Apprenticeship,STEM,2021-07-20 16:14:00
488,daniel.rodriguez509@community.org,Daniel,Rodriguez,2014-07-04,p,Password488,801-779-3395,Orem,UT,84184,Art Studio,Arts,2021-07-20 16:14:00
489,stella.williams510@studentmail.org,Stella,Williams,2006-04-15,p,Password489,801-264-5331,Spanish Fork,UT,84238,Valley Charter,STEM,2021-07-20 16:14:00
490,grace.king511@learners.net,Grace,King,1998-11-23,p,Password490,801-665-1760,Bountiful,UT,84481,Tech Apprenticeship,Arts,2021-07-20 16:14:00
491,mila.king512@learners.net,Mila,King,2006-06-13,p,Password491,801-757-3848,Layton,UT,84593,Tech Apprenticeship,Arts,2021-07-20 16:14:00
492,natalie.nguyen513@ellarises.org,Natalie,Nguyen,2009-08-01,p,Password492,801-585-4651,Pleasant Grove,UT,84258,SLCC,Arts,2021-07-20 16:14:00
493,kennedy.young514@community.org,Kennedy,Young,2001-09-18,p,Password493,801-342-8207,Salt Lake City,UT,84514,Valley Charter,STEM,2021-07-20 16:14:00
494,daniel.moore515@studentmail.org,Daniel,Moore,2011-07-03,p,Password494,801-361-6934,St. George,UT,84192,Art Studio,STEM,2021-07-20 16:14:00
495,madison.clark516@learners.net,Madison,Clark,2008-09-29,p,Password495,801-891-8844,Logan,UT,84494,Valley Charter,Both,2021-07-20 16:14:00
496,lily.clark517@ellarises.org,Lily,Clark,2001-01-08,p,Password496,801-330-3639,West Jordan,UT,84045,Tech Apprenticeship,Both,2021-07-20 16:14:00
497,mia.torres518@studentmail.org,Mia,Torres,2009-08-03,p,Password497,801-464-3949,Provo,UT,84171,SLCC,Both,2021-07-20 16:14:00
498,emma.jackson519@ellarises.org,Emma,Jackson,2008-10-20,p,Password498,801-821-8723,Sandy,UT,84460,North Summit High,STEM,2021-07-20 16:14:00
499,noah.hill520@studentmail.org,Noah,Hill,2003-12-07,p,Password499,801-875-9369,Orem,UT,84639,North Summit High,Both,2021-07-20 16:14:00
500,violet.robinson521@ellarises.org,Violet,Robinson,2000-06-08,p,Password500,801-594-3166,West Jordan,UT,84388,Westview High,STEM,2021-07-20 16:14:00
501,michael.allen522@community.org,Michael,Allen,2008-09-03,p,Password501,801-298-3906,St. George,UT,84621,Startup Lab,Both,2021-07-20 16:14:00
502,isabella.wright523@ellarises.org,Isabella,Wright,2011-07-15,p,Password502,801-875-3135,Ogden,UT,84494,Cafe Rio,STEM,2021-07-20 16:14:00
503,william.king524@community.org,William,King,2007-08-16,p,Password503,801-244-9680,Draper,UT,84896,Valley Charter,Arts,2021-07-20 16:14:00
504,leah.thompson525@ellarises.org,Leah,Thompson,2003-03-20,p,Password504,801-460-8817,Taylorsville,UT,84138,Startup Lab,STEM,2021-07-20 16:14:00
505,aurora.hill526@community.org,Aurora,Hill,2010-12-18,p,Password505,801-205-1116,Layton,UT,84194,Cafe Rio,STEM,2021-07-20 16:14:00
506,michael.smith527@community.org,Michael,Smith,2006-02-15,p,Password506,801-523-7698,Sandy,UT,84705,East Ridge Middle,STEM,2021-07-20 16:14:00
507,elijah.nguyen528@learners.net,Elijah,Nguyen,2010-08-31,p,Password507,801-748-7939,Layton,UT,84876,UVU,Both,2021-07-20 16:14:00
508,penelope.sanchez529@studentmail.org,Penelope,Sanchez,2002-01-04,p,Password508,801-770-8904,Taylorsville,UT,84566,UVU,Both,2021-07-20 16:14:00
509,levi.taylor530@learners.net,Levi,Taylor,2014-07-03,p,Password509,801-922-7522,Draper,UT,84793,North Summit High,Both,2021-07-20 16:14:00
510,avery.anderson531@community.org,Avery,Anderson,2006-12-26,p,Password510,801-419-9328,Orem,UT,84103,Retail Store,Arts,2021-07-20 16:14:00
511,charlotte.hernandez532@community.org,Charlotte,Hernandez,2008-07-30,p,Password511,801-293-3381,Salt Lake City,UT,84824,Startup Lab,Both,2021-07-20 16:14:00
512,william.garcia533@ellarises.org,William,Garcia,2011-08-30,p,Password512,801-579-2311,Layton,UT,84228,Westview High,Both,2021-07-20 16:14:00
513,hazel.sanchez534@learners.net,Hazel,Sanchez,2012-05-12,p,Password513,801-992-3871,Provo,UT,84969,Mountain View High,Arts,2021-07-20 16:14:00
514,olivia.gonzalez535@learners.net,Olivia,Gonzalez,2009-07-27,p,Password514,801-813-9364,Sandy,UT,84035,Art Studio,STEM,2021-07-20 16:14:00
515,chloe.williams536@learners.net,Chloe,Williams,1999-12-13,p,Password515,801-200-3579,West Jordan,UT,84671,BYU,Arts,2021-07-20 16:14:00
516,kennedy.thompson538@learners.net,Kennedy,Thompson,2007-01-23,p,Password516,801-399-8450,West Jordan,UT,84621,Local Library,STEM,2021-07-20 16:14:00
517,lucy.lopez539@community.org,Lucy,Lopez,2009-04-14,p,Password517,801-772-2185,Pleasant Grove,UT,84110,BYU,Arts,2021-07-20 16:14:00
518,ella.allen540@learners.net,Ella,Allen,2010-08-19,p,Password518,801-653-7178,Layton,UT,84711,Mountain View High,STEM,2021-07-20 16:14:00
519,violet.robinson541@community.org,Violet,Robinson,1999-07-08,p,Password519,801-319-5224,Salt Lake City,UT,84494,SLCC,Both,2021-07-20 16:14:00
